date,state,district,mandi,crop,variety,grade,min_price,max_price,modal_price,arrivals_tonnes,temperature_c,rainfall_mm,humidity_pct,demand_score,msp,month,day_of_week
2023-04-18,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,1919.87,2038.99,1976.59,245.6,35.2,0.0,13.9,81.3,2125,4,Tuesday
2023-04-19,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,1906.05,2050.21,1974.7,276.6,34.4,0.0,17.9,77.2,2125,4,Wednesday
2023-04-20,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,1917.43,2050.81,1980.94,248.6,39.3,0.0,20.0,80.7,2125,4,Thursday
2023-04-21,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,1945.48,2055.68,1997.96,271.7,37.6,0.0,16.5,91.0,2125,4,Friday
2023-04-22,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,1928.01,2068.46,1994.89,220.3,38.6,1.2,11.5,78.6,2125,4,Saturday
2023-04-23,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,1914.12,2082.02,1994.07,,39.2,1.4,25.3,79.0,2125,4,Sunday
2023-04-24,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,1913.25,2078.29,1991.84,164.0,36.2,0.0,16.0,80.7,2125,4,Monday
2023-04-25,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,1920.48,2107.65,2009.61,199.8,41.1,0.0,19.2,84.7,2125,4,Tuesday
2023-04-26,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,1911.92,2093.05,1998.17,172.3,38.8,0.0,18.1,87.7,2125,4,Wednesday
2023-04-27,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,1949.01,2101.03,2021.4,145.5,39.2,0.0,22.1,92.0,2125,4,Thursday
2023-04-28,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,1965.96,2076.46,2018.58,263.5,38.4,0.0,20.3,90.7,2125,4,Friday
2023-04-29,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,1950.18,2063.16,2003.98,209.7,38.6,0.0,12.3,77.2,2125,4,Saturday
2023-04-30,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,1936.7,2107.22,2017.9,44.3,41.1,0.0,15.3,86.3,2125,4,Sunday
2023-05-01,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,1955.26,2080.23,2014.77,190.4,42.8,0.0,16.2,83.8,2125,5,Monday
2023-05-02,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,1997.02,2112.37,2051.95,137.9,40.7,0.0,8.0,95.9,2125,5,Tuesday
2023-05-03,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,1994.97,2140.67,2064.35,202.2,38.1,0.0,17.9,98.7,2125,5,Wednesday
2023-05-04,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,1977.54,2139.97,2054.89,160.5,36.8,0.0,15.3,97.6,2125,5,Thursday
2023-05-05,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,1989.69,2137.42,2060.04,117.3,41.4,0.0,11.0,94.4,2125,5,Friday
2023-05-06,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,1982.65,2134.0,2054.72,189.0,42.6,0.0,16.2,83.4,2125,5,Saturday
2023-05-07,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,1985.21,2176.9,2076.49,38.4,38.0,0.0,14.6,85.8,2125,5,Sunday
2023-05-08,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,2012.53,2128.99,2067.99,125.8,39.0,0.0,16.4,81.0,2125,5,Monday
2023-05-09,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,2013.22,2141.51,2074.31,167.3,39.0,0.0,10.5,86.8,2125,5,Tuesday
2023-05-10,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,1987.55,2156.12,2067.82,147.8,41.9,0.0,16.5,90.9,2125,5,Wednesday
2023-05-11,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,2000.67,2127.97,2061.29,121.8,40.1,0.0,13.5,92.8,2125,5,Thursday
2023-05-12,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,2014.43,2133.6,2071.18,153.4,38.4,0.0,15.4,87.1,2125,5,Friday
2023-05-13,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,1983.62,2160.8,2067.99,140.5,40.0,0.0,15.5,88.1,2125,5,Saturday
2023-05-14,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,2016.13,2139.98,2075.11,36.0,38.1,0.0,15.5,95.6,2125,5,Sunday
2023-05-15,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,2016.25,2155.98,2082.79,73.7,39.5,9.7,19.6,96.6,2125,5,Monday
2023-05-16,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,2019.76,2152.67,2083.05,70.0,38.5,0.0,10.5,88.9,2125,5,Tuesday
2023-05-17,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,2063.47,2175.08,2116.62,72.1,38.2,13.6,21.3,94.4,2125,5,Wednesday
2023-05-18,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,2031.65,2150.51,2088.25,100.5,41.5,0.0,19.4,94.3,2125,5,Thursday
2023-05-19,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,2010.35,2205.53,2103.29,91.8,38.2,0.0,8.0,92.4,2125,5,Friday
2023-05-20,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,1999.6,2174.49,2082.88,88.9,38.2,0.0,15.8,92.4,2125,5,Saturday
2023-05-21,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,2018.03,2196.27,2102.91,28.7,40.1,0.0,11.4,93.5,2125,5,Sunday
2023-05-22,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,2021.01,2214.15,2112.98,75.7,39.1,0.0,14.2,92.0,2125,5,Monday
2023-05-23,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,2043.69,2175.53,2106.47,106.5,36.8,0.0,17.8,95.1,2125,5,Tuesday
2023-05-24,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,2017.54,2209.78,2109.08,79.0,38.7,0.0,18.0,90.9,2125,5,Wednesday
2023-05-25,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,2045.71,2195.58,2117.08,100.0,38.4,0.0,16.5,101.3,2125,5,Thursday
2023-05-26,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,2030.54,2212.23,2117.06,93.0,40.9,0.0,15.2,95.4,2125,5,Friday
2023-05-27,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,2045.72,2199.0,2118.71,80.2,40.2,0.0,12.1,91.6,2125,5,Saturday
2023-05-28,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,2050.64,2173.63,2109.21,58.5,39.1,0.0,12.2,89.3,2125,5,Sunday
2023-05-29,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,2075.23,2206.06,2137.53,66.2,40.5,0.0,11.3,104.9,2125,5,Monday
2023-05-30,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,2030.74,2161.61,2093.06,47.2,37.6,0.0,11.2,89.1,2125,5,Tuesday
2023-05-31,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,2070.44,2200.97,2132.6,58.7,40.0,0.0,14.2,111.5,2125,5,Wednesday
2023-06-01,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,2042.27,2227.7,2130.57,71.4,40.1,0.0,43.5,99.5,2125,6,Thursday
2023-06-02,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,2032.26,2197.11,2110.76,94.5,36.8,0.0,38.4,92.3,2125,6,Friday
2023-06-03,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,2066.86,2183.6,2122.45,66.1,37.6,0.0,41.2,98.9,2125,6,Saturday
2023-06-04,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,2046.06,2165.97,2103.16,68.9,41.0,0.0,37.8,100.8,2125,6,Sunday
2023-06-05,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,2043.09,2158.46,2098.03,70.9,36.9,0.0,41.1,96.0,2125,6,Monday
2023-06-06,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,2053.06,2199.52,2122.8,75.8,37.9,0.0,41.4,106.5,2125,6,Tuesday
2023-06-07,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,2023.45,2211.92,2113.2,54.9,36.3,0.0,40.0,94.5,2125,6,Wednesday
2023-06-08,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,2006.71,2205.14,2101.2,62.9,40.2,0.0,44.4,95.9,2125,6,Thursday
2023-06-09,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,2034.45,2172.88,2100.37,36.2,37.1,0.0,37.4,105.5,2125,6,Friday
2023-06-10,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,2020.27,2155.95,2084.88,45.4,36.1,0.0,33.3,97.8,2125,6,Saturday
2023-06-11,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,1974.55,2162.03,2063.83,43.2,39.4,0.0,41.3,94.6,2125,6,Sunday
2023-06-12,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,2007.71,2149.23,2075.1,35.4,36.1,0.0,42.7,103.0,2125,6,Monday
2023-06-13,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,1957.24,2146.47,2047.35,46.4,35.9,4.8,41.3,93.8,2125,6,Tuesday
2023-06-14,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,1960.64,2151.7,2051.62,66.3,36.9,0.0,40.3,93.4,2125,6,Wednesday
2023-06-15,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,2004.87,2119.38,2059.4,38.5,36.7,0.0,39.2,106.2,2125,6,Thursday
2023-06-16,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,1958.26,2137.68,2043.7,63.3,37.6,0.0,39.4,105.9,2125,6,Friday
2023-06-17,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,1968.35,2120.48,2040.79,48.9,34.8,0.0,40.4,97.4,2125,6,Saturday
2023-06-18,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,1957.49,2129.82,2039.55,17.4,37.5,0.0,38.3,91.9,2125,6,Sunday
2023-06-19,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,1981.4,2124.11,2049.36,37.8,36.6,1.9,43.3,95.0,2125,6,Monday
2023-06-20,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,1989.32,2101.59,2042.78,41.9,34.6,0.0,45.2,102.1,2125,6,Tuesday
2023-06-21,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,1981.35,2115.75,2045.35,39.8,36.7,0.0,40.3,100.7,2125,6,Wednesday
2023-06-22,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,1953.34,2109.47,2027.69,45.0,33.3,0.0,35.8,102.4,2125,6,Thursday
2023-06-23,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,1999.0,2117.29,2055.33,39.6,34.9,0.0,39.3,106.5,2125,6,Friday
2023-06-24,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,,,2035.23,28.3,35.1,0.0,40.6,93.4,2125,6,Saturday
2023-06-25,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,1979.92,2167.76,2069.37,14.8,35.1,0.0,44.1,99.9,2125,6,Sunday
2023-06-26,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,1967.86,2150.12,2054.65,47.6,33.5,0.0,36.6,96.6,2125,6,Monday
2023-06-27,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,2002.71,2140.24,2068.2,32.2,33.0,0.0,38.5,96.0,2125,6,Tuesday
2023-06-28,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,2030.38,2175.19,2099.34,36.2,32.7,0.0,42.6,105.6,2125,6,Wednesday
2023-06-29,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,2033.23,2158.69,2092.97,49.7,31.8,0.0,42.8,102.9,2125,6,Thursday
2023-06-30,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,2051.58,2166.12,2106.12,47.4,35.0,0.0,40.4,109.3,2125,6,Friday
2023-07-01,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,2041.89,2155.86,2096.16,31.3,33.3,0.0,57.9,103.0,2125,7,Saturday
2023-07-02,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,2054.48,2169.71,2109.35,,31.7,10.0,58.5,94.7,2125,7,Sunday
2023-07-03,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,1987.96,2182.33,2080.52,33.3,33.9,0.0,54.2,106.4,2125,7,Monday
2023-07-04,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,2006.87,2172.85,2085.91,39.4,34.4,0.0,53.5,100.3,2125,7,Tuesday
2023-07-05,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,2014.29,2157.87,2082.66,28.4,36.7,0.0,55.4,107.0,2125,7,Wednesday
2023-07-06,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,2024.01,2155.16,2086.46,38.2,30.5,0.0,58.1,95.3,2125,7,Thursday
2023-07-07,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,2004.41,2182.51,2089.22,28.3,35.0,0.0,60.1,105.6,2125,7,Friday
2023-07-08,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,2021.95,2206.56,2109.86,48.6,35.2,0.0,50.5,103.5,2125,7,Saturday
2023-07-09,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,2009.36,2183.93,2092.49,12.0,32.5,0.5,57.8,100.4,2125,7,Sunday
2023-07-10,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,2013.8,2167.22,2086.86,29.3,32.8,0.0,59.3,91.2,2125,7,Monday
2023-07-11,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,2025.05,2197.0,2106.93,51.3,34.1,0.0,58.2,95.0,2125,7,Tuesday
2023-07-12,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,2057.32,2170.55,2111.24,39.5,31.3,0.0,58.2,104.8,2125,7,Wednesday
2023-07-13,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,2033.18,2197.97,2111.65,27.9,33.3,2.1,56.2,105.8,2125,7,Thursday
2023-07-14,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,2041.31,2163.22,2099.36,35.0,32.5,0.0,57.2,97.0,2125,7,Friday
2023-07-15,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,2065.03,2190.32,2124.69,54.7,33.0,0.0,56.8,101.0,2125,7,Saturday
2023-07-16,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,2060.09,2238.19,2144.9,13.3,32.9,0.0,53.7,100.6,2125,7,Sunday
2023-07-17,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,2053.56,2199.16,2122.89,41.3,33.2,0.0,60.1,87.3,2125,7,Monday
2023-07-18,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,2037.76,2199.9,2114.97,36.7,33.4,0.0,60.9,100.5,2125,7,Tuesday
2023-07-19,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,2039.47,2199.74,2115.79,38.2,33.4,5.2,56.8,99.8,2125,7,Wednesday
2023-07-20,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,2027.2,2182.96,2101.37,32.1,34.0,0.6,58.1,99.6,2125,7,Thursday
2023-07-21,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,2037.8,2165.3,2098.51,35.5,32.8,0.0,54.1,91.4,2125,7,Friday
2023-07-22,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,2017.57,2204.13,2106.41,34.4,33.1,3.7,60.7,101.1,2125,7,Saturday
2023-07-23,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,2031.19,2197.68,2110.47,,28.3,0.0,56.5,95.4,2125,7,Sunday
2023-07-24,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,,,2121.74,37.5,30.0,0.0,54.7,104.2,2125,7,Monday
2023-07-25,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,2055.25,2194.67,2121.64,44.5,32.2,0.0,57.3,104.8,2125,7,Tuesday
2023-07-26,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,2066.83,2197.04,2128.83,37.9,32.9,0.0,57.4,101.8,2125,7,Wednesday
2023-07-27,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,2025.39,2225.29,2120.58,37.3,30.9,0.0,49.2,101.5,2125,7,Thursday
2023-07-28,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,2081.41,2216.27,2145.63,38.7,32.2,0.0,58.5,97.4,2125,7,Friday
2023-07-29,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,2067.87,2213.55,2137.24,35.6,33.8,0.0,53.4,95.5,2125,7,Saturday
2023-07-30,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,2060.82,2252.47,2152.08,10.6,30.9,0.0,60.1,99.1,2125,7,Sunday
2023-07-31,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,2068.27,2261.51,2160.29,47.2,31.4,3.2,57.2,108.5,2125,7,Monday
2023-08-01,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,2085.22,2275.09,2175.63,32.1,32.0,6.4,60.6,101.1,2125,8,Tuesday
2023-08-02,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,2080.64,2240.3,2156.67,36.1,29.5,0.0,63.3,101.4,2125,8,Wednesday
2023-08-03,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,2047.43,2248.52,2143.19,32.9,32.3,0.0,55.3,102.4,2125,8,Thursday
2023-08-04,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,2068.83,2260.63,2160.16,45.5,29.1,0.0,58.5,102.9,2125,8,Friday
2023-08-05,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,2105.08,2234.69,2166.8,32.4,29.3,7.9,61.3,107.8,2125,8,Saturday
2023-08-06,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,2097.07,2240.04,2165.15,,33.9,0.0,56.3,99.2,2125,8,Sunday
2023-08-07,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,2106.25,2225.39,2162.98,42.9,34.5,0.0,54.8,99.6,2125,8,Monday
2023-08-08,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,2075.76,2229.44,2148.94,36.9,31.1,0.0,58.4,102.7,2125,8,Tuesday
2023-08-09,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,2098.21,2243.49,2167.39,46.0,32.0,0.0,62.4,96.9,2125,8,Wednesday
2023-08-10,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,2090.54,2272.33,2177.11,37.6,32.6,0.0,59.2,102.2,2125,8,Thursday
2023-08-11,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,2049.12,2247.7,2143.68,42.7,31.6,0.0,53.3,95.5,2125,8,Friday
2023-08-12,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,2092.22,2239.71,2162.45,53.4,32.5,0.0,60.4,100.5,2125,8,Saturday
2023-08-13,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,2058.73,2239.75,2144.93,9.9,29.8,21.6,70.1,97.7,2125,8,Sunday
2023-08-14,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,2109.16,2223.63,2163.67,40.0,31.9,0.0,63.4,104.6,2125,8,Monday
2023-08-15,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,2102.65,2253.14,2174.31,44.1,30.1,7.5,59.0,103.6,2125,8,Tuesday
2023-08-16,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,2104.05,2232.09,2165.02,30.4,28.1,0.0,64.7,104.5,2125,8,Wednesday
2023-08-17,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,2086.63,2270.76,2174.31,26.7,32.3,6.6,64.5,96.4,2125,8,Thursday
2023-08-18,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,2101.14,2247.03,2170.61,50.9,32.9,0.0,56.7,99.6,2125,8,Friday
2023-08-19,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,2077.31,2218.2,2144.4,32.6,31.7,0.0,61.2,91.4,2125,8,Saturday
2023-08-20,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,2090.42,2262.83,2172.52,34.4,31.0,0.0,63.9,101.6,2125,8,Sunday
2023-08-21,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,2112.17,2241.76,2173.88,36.8,30.5,0.0,61.1,99.0,2125,8,Monday
2023-08-22,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,2085.16,2280.64,2178.25,31.2,32.2,7.4,62.0,102.7,2125,8,Tuesday
2023-08-23,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,2112.46,2282.9,2193.62,34.2,32.3,8.5,61.3,106.0,2125,8,Wednesday
2023-08-24,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,2104.07,2228.18,2163.17,48.4,30.0,0.0,60.6,94.6,2125,8,Thursday
2023-08-25,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,2108.12,2230.93,2166.6,37.1,30.0,4.2,62.0,100.5,2125,8,Friday
2023-08-26,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,2093.74,2245.11,2165.82,47.5,29.9,0.0,58.7,94.7,2125,8,Saturday
2023-08-27,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,2078.22,2245.32,2157.79,9.5,31.9,14.3,65.2,106.8,2125,8,Sunday
2023-08-28,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,,,2155.58,37.0,31.9,0.0,58.9,110.1,2125,8,Monday
2023-08-29,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,2105.0,2249.08,2173.61,41.0,31.4,0.0,58.7,97.2,2125,8,Tuesday
2023-08-30,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,2066.45,2267.55,2162.21,33.6,34.4,0.0,58.4,93.1,2125,8,Wednesday
2023-08-31,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,2070.83,2269.72,2165.54,45.7,33.1,0.0,60.8,98.2,2125,8,Thursday
2023-09-01,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,2072.84,2273.33,2168.31,39.5,30.9,0.0,56.1,95.0,2125,9,Friday
2023-09-02,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,2076.84,2271.11,2169.35,32.9,30.4,14.8,57.0,98.5,2125,9,Saturday
2023-09-03,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,2137.76,2270.12,2200.79,,33.2,0.0,48.2,99.0,2125,9,Sunday
2023-09-04,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,2116.85,2271.35,2190.42,37.5,29.1,0.0,48.6,100.6,2125,9,Monday
2023-09-05,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,2169.0,2285.99,2224.71,46.7,33.0,0.0,50.2,103.6,2125,9,Tuesday
2023-09-06,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,2123.36,2259.84,2188.35,29.6,30.8,26.9,62.0,92.5,2125,9,Wednesday
2023-09-07,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,2122.03,2308.72,2210.93,58.6,28.8,0.0,45.0,105.3,2125,9,Thursday
2023-09-08,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,2109.72,2295.68,2198.27,50.8,29.5,0.0,49.5,103.0,2125,9,Friday
2023-09-09,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,2112.28,2302.79,2203.0,53.5,29.2,0.0,43.6,98.3,2125,9,Saturday
2023-09-10,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,2137.56,2263.48,2197.52,16.5,31.3,0.0,50.1,102.6,2125,9,Sunday
2023-09-11,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,2086.63,2284.68,2180.94,27.0,29.9,0.0,46.1,99.8,2125,9,Monday
2023-09-12,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,2090.56,2273.51,2177.68,39.1,30.7,0.0,51.0,98.5,2125,9,Tuesday
2023-09-13,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,2113.88,2293.05,2199.2,41.0,29.9,0.0,51.1,99.1,2125,9,Wednesday
2023-09-14,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,2084.92,2286.71,2181.01,35.6,29.0,0.0,50.8,93.6,2125,9,Thursday
2023-09-15,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,2129.3,2306.88,2213.86,41.7,27.9,0.0,48.6,101.6,2125,9,Friday
2023-09-16,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,2150.92,2267.65,2206.51,49.8,32.0,0.0,45.2,100.8,2125,9,Saturday
2023-09-17,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,2127.2,2300.28,2209.62,14.9,25.9,0.0,49.7,97.6,2125,9,Sunday
2023-09-18,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,2134.01,2296.78,2211.52,21.8,30.1,0.0,43.7,101.7,2125,9,Monday
2023-09-19,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,2145.0,2278.88,2208.75,28.5,28.2,0.0,48.3,103.9,2125,9,Tuesday
2023-09-20,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,2109.35,2305.05,2202.54,40.7,29.3,0.0,49.0,97.4,2125,9,Wednesday
2023-09-21,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,2137.36,2313.39,2221.18,35.7,28.0,0.0,50.3,105.4,2125,9,Thursday
2023-09-22,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,2078.2,2257.39,2163.53,33.1,29.4,10.6,53.1,99.3,2125,9,Friday
2023-09-23,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,2094.83,2249.94,2168.69,28.6,31.3,0.0,46.9,99.5,2125,9,Saturday
2023-09-24,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,2130.81,2252.73,2188.87,,28.4,0.0,43.8,105.2,2125,9,Sunday
2023-09-25,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,2080.29,2217.71,2145.73,31.8,29.1,0.0,44.4,100.6,2125,9,Monday
2023-09-26,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,2091.42,2277.63,2180.09,27.4,27.7,0.0,45.2,101.9,2125,9,Tuesday
2023-09-27,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,,,2170.54,62.1,29.3,0.0,51.5,93.5,2125,9,Wednesday
2023-09-28,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,2128.88,2255.65,2189.25,30.3,30.0,0.0,50.1,99.8,2125,9,Thursday
2023-09-29,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,2117.99,2281.14,2195.68,40.8,29.5,6.6,47.3,101.5,2125,9,Friday
2023-09-30,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,2106.66,2259.9,2179.63,52.0,29.5,0.0,52.8,97.4,2125,9,Saturday
2023-10-01,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,2076.51,2261.91,2164.8,39.8,25.0,0.0,32.9,98.6,2125,10,Sunday
2023-10-02,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,2103.08,2273.87,2184.41,43.5,25.3,0.0,36.9,99.5,2125,10,Monday
2023-10-03,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,2093.98,2260.93,2173.48,31.1,24.9,0.0,32.7,91.1,2125,10,Tuesday
2023-10-04,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,2121.5,2256.51,2185.79,36.2,29.4,0.0,36.0,105.1,2125,10,Wednesday
2023-10-05,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,2091.03,2257.63,2170.36,57.5,24.9,0.0,34.6,102.7,2125,10,Thursday
2023-10-06,Rajasthan,Sikar,Sikar,Wheat,Dara,Average,2081.48,2229.26,2151.85,34.6,27.7,0.0,36.6,97.9,2125,10,Friday
