demand_id,buyer_id,buyer_type,buyer_name,commodity,required_quantity_quintal,required_quality,max_moisture_percent,offered_price_rs_per_quintal,payment_terms,delivery_location,requirement_window_days,verification_status,data_status
D0416,B0035,Processor,Alwar Processor Buyer 66,Wheat,1000,FAQ,11.7,2400,T+1 day,Alwar,3,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0417,B0145,Processor,Hanumangarh Processor Buyer 3,Gram,300,Grade A,9.8,6330,T+1 day,Hanumangarh,10,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0418,B0037,Processor,Ajmer Processor Buyer 75,Tomato,300,A,88.9,3870,30% advance + balance on delivery,Ajmer,7,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0419,B0059,Institutional,Hanumangarh Institutional Buyer 49,Onion,1000,Medium,72.4,1370,Immediate UPI/RTGS,Hanumangarh,5,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0420,B0201,Processor,Udaipur Processor Buyer 69,Bajra,500,FAQ,9.3,2140,Payment after quality acceptance,Udaipur,5,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0421,B0136,Institutional,Jodhpur Institutional Buyer 55,Garlic,25,Medium,69.8,12140,T+7 days,Jodhpur,30,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0422,B0026,Retail Chain,Udaipur Retail Chain Buyer 55,Onion,2000,Small,72.8,2670,T+1 day,Udaipur,30,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0423,B0049,Retail Chain,Udaipur Retail Chain Buyer 1,Gram,300,FAQ,8.7,5450,Immediate UPI/RTGS,Udaipur,14,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0424,B0093,Processor,Bhilwara Processor Buyer 14,Garlic,200,Medium,68.3,9180,30% advance + balance on delivery,Bhilwara,7,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0425,B0102,FPO,Udaipur FPO Buyer 27,Garlic,150,Large,68.7,11960,30% advance + balance on delivery,Udaipur,10,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0426,B0148,Wholesale,Jodhpur Wholesale Buyer 45,Onion,150,Large,73.2,1980,T+1 day,Jodhpur,30,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0427,B0055,Retail Chain,Bikaner Retail Chain Buyer 66,Maize,75,Grade A,13.4,2020,30% advance + balance on delivery,Bikaner,14,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0428,B0211,Exporter,Sri Ganganagar Exporter Buyer 19,Bajra,25,Clean,11.8,2210,T+7 days,Sri Ganganagar,3,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0429,B0186,FPO,Alwar FPO Buyer 50,Gram,1000,Grade A,8.8,4890,30% advance + balance on delivery,Alwar,7,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0430,B0218,Institutional,Bhilwara Institutional Buyer 67,Bajra,25,Clean,9.6,2350,30% advance + balance on delivery,Bhilwara,14,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0431,B0041,Processor,Bhilwara Processor Buyer 12,Bajra,100,Clean,11.3,2100,T+3 days,Bhilwara,21,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0432,B0181,Processor,Udaipur Processor Buyer 9,Garlic,25,Medium,68.6,12540,Payment after quality acceptance,Udaipur,30,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0433,B0117,FPO,Nagaur FPO Buyer 52,Onion,1000,Large,72.0,1690,T+1 day,Nagaur,10,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0434,B0066,FPO,Jodhpur FPO Buyer 69,Mustard,50,Bold Seed,7.1,6510,T+7 days,Jodhpur,14,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0435,B0151,FPO,Barmer FPO Buyer 4,Maize,500,Grade A,11.3,2480,Immediate UPI/RTGS,Barmer,10,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0436,B0138,FPO,Barmer FPO Buyer 2,Maize,200,Grade A,11.7,2560,Immediate UPI/RTGS,Barmer,10,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0437,B0091,Exporter,Jodhpur Exporter Buyer 28,Mustard,500,Bold Seed,5.5,6000,Payment after quality acceptance,Jodhpur,21,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0438,B0068,Processor,Chittorgarh Processor Buyer 27,Tomato,2000,A,87.6,2030,T+1 day,Chittorgarh,30,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0439,B0158,Processor,Barmer Processor Buyer 1,Bajra,50,FAQ,11.5,2730,T+3 days,Barmer,14,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0440,B0126,Exporter,Hanumangarh Exporter Buyer 24,Tomato,1000,B,88.2,2200,30% advance + balance on delivery,Hanumangarh,5,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0441,B0089,Exporter,Bikaner Exporter Buyer 51,Garlic,25,Export,69.3,10140,T+7 days,Bikaner,3,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0442,B0098,Processor,Chittorgarh Processor Buyer 75,Onion,1500,Small,73.0,1730,30% advance + balance on delivery,Chittorgarh,30,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0443,B0157,FPO,Jodhpur FPO Buyer 44,Bajra,150,Clean,9.6,2700,T+7 days,Jodhpur,5,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0444,B0047,Retail Chain,Sikar Retail Chain Buyer 74,Onion,150,Small,74.9,2350,Payment after quality acceptance,Sikar,5,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0445,B0051,Processor,Barmer Processor Buyer 19,Gram,300,FAQ,8.4,5770,Immediate UPI/RTGS,Barmer,5,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0446,B0137,Exporter,Ajmer Exporter Buyer 41,Tomato,1500,B,87.9,3440,30% advance + balance on delivery,Ajmer,30,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0447,B0209,Wholesale,Kota Wholesale Buyer 33,Garlic,25,Large,69.5,7200,Immediate UPI/RTGS,Kota,10,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0448,B0089,FPO,Sikar FPO Buyer 3,Gram,750,Grade A,7.4,5450,Payment after quality acceptance,Sikar,14,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0449,B0125,FPO,Barmer FPO Buyer 58,Bajra,200,FAQ,10.1,2750,T+3 days,Barmer,10,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0450,B0162,Retail Chain,Bhilwara Retail Chain Buyer 79,Bajra,200,Clean,11.5,2630,Immediate UPI/RTGS,Bhilwara,3,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0451,B0182,FPO,Alwar FPO Buyer 35,Onion,1500,Large,73.9,1940,T+3 days,Alwar,10,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0452,B0187,Processor,Sri Ganganagar Processor Buyer 31,Tomato,25,B,89.8,1440,Payment after quality acceptance,Sri Ganganagar,21,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0453,B0122,FPO,Ajmer FPO Buyer 71,Maize,50,FAQ,11.1,1980,T+7 days,Ajmer,14,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0454,B0080,Wholesale,Bharatpur Wholesale Buyer 30,Mustard,50,FAQ,7.2,6190,T+7 days,Bharatpur,21,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0455,B0170,Retail Chain,Jodhpur Retail Chain Buyer 46,Bajra,25,Clean,11.6,2140,T+7 days,Jodhpur,30,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0456,B0046,Exporter,Ajmer Exporter Buyer 76,Tomato,2000,B,88.9,3560,Payment after quality acceptance,Ajmer,14,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0457,B0207,FPO,Hanumangarh FPO Buyer 12,Gram,750,Grade A,7.9,5380,T+7 days,Hanumangarh,7,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0458,B0074,Processor,Jaipur Processor Buyer 61,Gram,75,FAQ,9.1,5680,T+7 days,Jaipur,30,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0459,B0060,Wholesale,Jaipur Wholesale Buyer 1,Gram,150,Grade A,7.6,6320,30% advance + balance on delivery,Jaipur,10,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0460,B0213,Wholesale,Ajmer Wholesale Buyer 49,Maize,1500,FAQ,11.8,2390,T+7 days,Ajmer,21,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0461,B0106,Wholesale,Bharatpur Wholesale Buyer 25,Gram,750,FAQ,7.5,5480,T+3 days,Bharatpur,3,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0462,B0083,Wholesale,Bharatpur Wholesale Buyer 3,Tomato,500,A,87.1,1760,30% advance + balance on delivery,Bharatpur,3,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0463,B0187,FPO,Bharatpur FPO Buyer 2,Mustard,2000,FAQ,5.3,6320,Immediate UPI/RTGS,Bharatpur,10,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0464,B0119,FPO,Sri Ganganagar FPO Buyer 5,Onion,500,Medium,72.2,2150,T+1 day,Sri Ganganagar,3,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0465,B0216,Wholesale,Kota Wholesale Buyer 33,Garlic,75,Large,69.5,6960,Immediate UPI/RTGS,Kota,30,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0466,B0009,Exporter,Barmer Exporter Buyer 26,Garlic,100,Large,69.2,12550,Immediate UPI/RTGS,Barmer,14,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0467,B0041,Wholesale,Sri Ganganagar Wholesale Buyer 6,Tomato,150,A,87.8,2450,Payment after quality acceptance,Sri Ganganagar,7,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0468,B0029,Processor,Hanumangarh Processor Buyer 31,Onion,1500,Large,73.3,1750,Immediate UPI/RTGS,Hanumangarh,5,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0469,B0149,Retail Chain,Sri Ganganagar Retail Chain Buyer 61,Mustard,25,FAQ,6.1,5300,Immediate UPI/RTGS,Sri Ganganagar,5,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0470,B0016,Wholesale,Kota Wholesale Buyer 8,Tomato,200,B,88.9,4000,Payment after quality acceptance,Kota,14,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0471,B0207,Processor,Bikaner Processor Buyer 57,Bajra,750,FAQ,9.1,2540,T+7 days,Bikaner,7,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0472,B0144,Processor,Hanumangarh Processor Buyer 38,Gram,2000,Grade A,7.6,5920,T+1 day,Hanumangarh,14,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0473,B0142,Institutional,Chittorgarh Institutional Buyer 21,Onion,1000,Small,73.6,3540,T+7 days,Chittorgarh,7,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0474,B0098,Processor,Bikaner Processor Buyer 24,Onion,1500,Small,73.9,2490,T+3 days,Bikaner,30,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0475,B0100,Processor,Chittorgarh Processor Buyer 25,Onion,750,Large,74.0,3290,30% advance + balance on delivery,Chittorgarh,5,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0476,B0134,Wholesale,Sri Ganganagar Wholesale Buyer 9,Onion,50,Small,74.5,1440,T+1 day,Sri Ganganagar,5,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0477,B0147,Institutional,Kota Institutional Buyer 50,Maize,50,Grade A,12.6,1940,Payment after quality acceptance,Kota,14,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0478,B0004,Processor,Sikar Processor Buyer 27,Wheat,2000,Grade A,11.8,2290,Immediate UPI/RTGS,Sikar,10,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0479,B0095,Wholesale,Jodhpur Wholesale Buyer 8,Onion,300,Large,72.8,3300,Immediate UPI/RTGS,Jodhpur,21,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0480,B0026,Exporter,Kota Exporter Buyer 30,Gram,750,Grade A,7.6,5040,30% advance + balance on delivery,Kota,21,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0481,B0197,Wholesale,Jodhpur Wholesale Buyer 74,Bajra,300,Clean,11.0,2230,Payment after quality acceptance,Jodhpur,21,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0482,B0130,Retail Chain,Ajmer Retail Chain Buyer 44,Mustard,750,FAQ,6.6,6220,30% advance + balance on delivery,Ajmer,10,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0483,B0096,Exporter,Jodhpur Exporter Buyer 53,Onion,200,Large,73.3,3360,Payment after quality acceptance,Jodhpur,7,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0484,B0093,Wholesale,Sri Ganganagar Wholesale Buyer 58,Maize,2000,Grade A,13.9,2220,Immediate UPI/RTGS,Sri Ganganagar,21,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0485,B0002,Processor,Udaipur Processor Buyer 39,Gram,75,FAQ,7.6,5570,T+3 days,Udaipur,3,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0486,B0036,Processor,Kota Processor Buyer 34,Bajra,200,Clean,11.7,2290,T+1 day,Kota,5,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0487,B0188,Wholesale,Kota Wholesale Buyer 10,Gram,1000,Grade A,9.4,5350,T+1 day,Kota,10,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0488,B0021,Wholesale,Jaipur Wholesale Buyer 8,Gram,1000,Grade A,8.0,5770,T+7 days,Jaipur,10,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0489,B0163,Wholesale,Chittorgarh Wholesale Buyer 49,Maize,1000,FAQ,11.9,1910,Immediate UPI/RTGS,Chittorgarh,7,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0490,B0173,Wholesale,Jodhpur Wholesale Buyer 51,Onion,75,Medium,74.3,1320,30% advance + balance on delivery,Jodhpur,14,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0491,B0034,FPO,Sri Ganganagar FPO Buyer 44,Maize,300,FAQ,12.4,2080,Payment after quality acceptance,Sri Ganganagar,3,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0492,B0196,FPO,Kota FPO Buyer 18,Gram,300,Grade A,8.7,5130,T+7 days,Kota,10,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0493,B0176,Processor,Alwar Processor Buyer 74,Maize,300,FAQ,11.3,2310,T+7 days,Alwar,10,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0494,B0007,FPO,Alwar FPO Buyer 40,Onion,1000,Small,75.0,2870,30% advance + balance on delivery,Alwar,30,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0495,B0176,Processor,Bikaner Processor Buyer 48,Bajra,100,FAQ,11.3,2350,Immediate UPI/RTGS,Bikaner,3,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0496,B0088,Exporter,Udaipur Exporter Buyer 15,Maize,150,Grade A,12.4,1910,Immediate UPI/RTGS,Udaipur,7,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0497,B0124,Wholesale,Alwar Wholesale Buyer 80,Maize,150,FAQ,13.1,2600,Payment after quality acceptance,Alwar,3,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0498,B0203,Processor,Bharatpur Processor Buyer 80,Wheat,150,Grade A,9.2,2450,Payment after quality acceptance,Bharatpur,3,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0499,B0028,FPO,Bhilwara FPO Buyer 3,Garlic,1500,Large,69.6,8680,Payment after quality acceptance,Bhilwara,10,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0500,B0081,Exporter,Jodhpur Exporter Buyer 63,Garlic,50,Export,68.6,14250,T+1 day,Jodhpur,5,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0501,B0086,Processor,Jaipur Processor Buyer 63,Wheat,750,Grade A,11.2,2590,Immediate UPI/RTGS,Jaipur,7,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0502,B0208,FPO,Bhilwara FPO Buyer 8,Onion,750,Large,72.8,1900,T+7 days,Bhilwara,30,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0503,B0036,Processor,Alwar Processor Buyer 12,Gram,300,Grade A,8.6,6480,Payment after quality acceptance,Alwar,14,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0504,B0155,Wholesale,Alwar Wholesale Buyer 43,Garlic,300,Large,68.6,8190,T+1 day,Alwar,21,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0505,B0035,Processor,Nagaur Processor Buyer 56,Maize,2000,FAQ,13.0,2570,30% advance + balance on delivery,Nagaur,5,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0506,B0048,Wholesale,Jodhpur Wholesale Buyer 41,Mustard,2000,FAQ,7.2,5500,T+3 days,Jodhpur,10,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0507,B0039,Wholesale,Bikaner Wholesale Buyer 25,Gram,1500,FAQ,7.4,5500,Immediate UPI/RTGS,Bikaner,30,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0508,B0092,Processor,Udaipur Processor Buyer 11,Maize,1500,Grade A,11.4,1930,30% advance + balance on delivery,Udaipur,10,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0509,B0042,FPO,Nagaur FPO Buyer 25,Bajra,500,FAQ,9.1,2270,Immediate UPI/RTGS,Nagaur,7,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0510,B0017,Wholesale,Chittorgarh Wholesale Buyer 23,Maize,100,Grade A,13.6,2160,T+7 days,Chittorgarh,21,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0511,B0156,Processor,Hanumangarh Processor Buyer 49,Tomato,300,B,88.2,1010,Payment after quality acceptance,Hanumangarh,14,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0512,B0133,Institutional,Bikaner Institutional Buyer 69,Mustard,25,Bold Seed,8.0,5820,Immediate UPI/RTGS,Bikaner,14,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0513,B0199,FPO,Alwar FPO Buyer 37,Wheat,300,Grade A,9.5,2580,T+3 days,Alwar,14,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0514,B0185,Retail Chain,Bikaner Retail Chain Buyer 65,Bajra,500,FAQ,9.5,2210,30% advance + balance on delivery,Bikaner,21,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0515,B0117,FPO,Sri Ganganagar FPO Buyer 76,Garlic,25,Export,69.7,6830,T+7 days,Sri Ganganagar,3,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0516,B0042,Wholesale,Chittorgarh Wholesale Buyer 16,Onion,2000,Small,72.3,3230,T+7 days,Chittorgarh,21,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0517,B0157,Wholesale,Jodhpur Wholesale Buyer 21,Mustard,2000,Bold Seed,6.7,6500,Immediate UPI/RTGS,Jodhpur,30,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0518,B0038,Retail Chain,Udaipur Retail Chain Buyer 23,Onion,75,Large,72.2,1610,T+3 days,Udaipur,7,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0519,B0001,Processor,Bhilwara Processor Buyer 80,Gram,75,Grade A,7.0,5310,T+7 days,Bhilwara,30,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0520,B0151,Retail Chain,Udaipur Retail Chain Buyer 61,Wheat,100,Grade A,10.2,2470,Immediate UPI/RTGS,Udaipur,14,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0521,B0143,Wholesale,Hanumangarh Wholesale Buyer 27,Maize,1000,FAQ,11.6,2700,Immediate UPI/RTGS,Hanumangarh,21,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0522,B0085,Retail Chain,Ajmer Retail Chain Buyer 12,Wheat,1500,FAQ,9.3,2580,T+1 day,Ajmer,5,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0523,B0024,Wholesale,Bikaner Wholesale Buyer 39,Bajra,200,Clean,10.1,2140,T+7 days,Bikaner,30,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0524,B0035,Wholesale,Nagaur Wholesale Buyer 16,Garlic,150,Export,69.6,9820,T+3 days,Nagaur,14,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0525,B0147,Processor,Chittorgarh Processor Buyer 68,Maize,25,FAQ,12.5,2030,Payment after quality acceptance,Chittorgarh,14,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0526,B0148,Retail Chain,Udaipur Retail Chain Buyer 80,Garlic,150,Large,69.8,10380,30% advance + balance on delivery,Udaipur,14,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0527,B0182,Retail Chain,Bikaner Retail Chain Buyer 38,Tomato,1000,A,87.0,1990,Immediate UPI/RTGS,Bikaner,10,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0528,B0012,Wholesale,Barmer Wholesale Buyer 43,Maize,300,Grade A,12.7,2420,Payment after quality acceptance,Barmer,5,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0529,B0077,FPO,Chittorgarh FPO Buyer 65,Maize,50,Grade A,13.3,2290,Immediate UPI/RTGS,Chittorgarh,21,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0530,B0214,Wholesale,Sri Ganganagar Wholesale Buyer 23,Onion,1000,Small,73.0,1270,T+3 days,Sri Ganganagar,21,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0531,B0040,Processor,Barmer Processor Buyer 59,Tomato,75,B,88.4,3260,T+7 days,Barmer,21,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0532,B0138,Wholesale,Udaipur Wholesale Buyer 3,Gram,200,FAQ,8.7,6220,T+3 days,Udaipur,30,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0533,B0097,FPO,Ajmer FPO Buyer 69,Mustard,25,FAQ,6.7,6060,T+7 days,Ajmer,5,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0534,B0070,Retail Chain,Chittorgarh Retail Chain Buyer 53,Gram,2000,FAQ,8.5,4880,T+1 day,Chittorgarh,7,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0535,B0096,Wholesale,Alwar Wholesale Buyer 5,Gram,75,FAQ,9.7,5080,T+7 days,Alwar,14,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0536,B0124,Institutional,Hanumangarh Institutional Buyer 68,Tomato,100,B,89.3,2540,T+1 day,Hanumangarh,30,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0537,B0183,Wholesale,Alwar Wholesale Buyer 67,Bajra,500,FAQ,9.0,2590,Immediate UPI/RTGS,Alwar,21,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0538,B0197,Retail Chain,Bikaner Retail Chain Buyer 40,Onion,50,Small,73.7,2530,T+3 days,Bikaner,21,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0539,B0082,Processor,Alwar Processor Buyer 57,Onion,150,Large,72.4,2560,T+1 day,Alwar,5,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0540,B0027,Exporter,Jaipur Exporter Buyer 27,Mustard,750,Bold Seed,6.6,6510,T+3 days,Jaipur,5,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0541,B0139,Processor,Ajmer Processor Buyer 57,Maize,1000,FAQ,11.4,2330,T+7 days,Ajmer,21,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0542,B0046,Processor,Sri Ganganagar Processor Buyer 77,Mustard,300,Bold Seed,6.8,6200,T+3 days,Sri Ganganagar,7,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0543,B0034,Wholesale,Hanumangarh Wholesale Buyer 12,Mustard,500,Bold Seed,5.3,6650,T+3 days,Hanumangarh,21,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0544,B0067,Exporter,Alwar Exporter Buyer 47,Tomato,75,B,87.6,3950,Payment after quality acceptance,Alwar,7,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0545,B0090,Processor,Bikaner Processor Buyer 62,Tomato,500,B,89.5,1370,T+3 days,Bikaner,30,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0546,B0084,Processor,Jodhpur Processor Buyer 72,Bajra,2000,FAQ,11.4,2230,30% advance + balance on delivery,Jodhpur,10,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0547,B0124,Wholesale,Alwar Wholesale Buyer 50,Garlic,750,Medium,68.0,6620,Payment after quality acceptance,Alwar,14,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0548,B0061,Retail Chain,Udaipur Retail Chain Buyer 23,Garlic,750,Export,69.0,12100,Payment after quality acceptance,Udaipur,21,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0549,B0025,Wholesale,Udaipur Wholesale Buyer 57,Mustard,200,FAQ,5.9,6620,T+7 days,Udaipur,3,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0550,B0024,Institutional,Sikar Institutional Buyer 28,Garlic,1500,Medium,69.7,5620,Payment after quality acceptance,Sikar,30,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0551,B0100,Processor,Bhilwara Processor Buyer 79,Bajra,750,Clean,9.6,2470,Payment after quality acceptance,Bhilwara,7,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0552,B0023,Exporter,Hanumangarh Exporter Buyer 75,Gram,300,FAQ,8.8,5680,30% advance + balance on delivery,Hanumangarh,10,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0553,B0001,FPO,Jaipur FPO Buyer 72,Gram,750,Grade A,7.3,4930,T+3 days,Jaipur,30,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0554,B0082,Wholesale,Sri Ganganagar Wholesale Buyer 49,Maize,300,Grade A,12.1,2700,30% advance + balance on delivery,Sri Ganganagar,5,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
